article_id,title,y_true,text_length,tokenizer,repr,model,repeats,token_count_avg,pred_avg,score_avg,tokenize_sec,feature_sec,predict_sec,total_infer_sec
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,jieba,fasttext_mean,rf,3,4.0,1.0,1.0,7.873331196606159e-05,9.533334135388334e-05,0.19729563335810477,0.19746970001142472
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,jieba,fasttext_mean,mlp,3,4.0,1.0,0.9999080896377563,5.123333539813757e-05,5.876666788632671e-05,0.0005764000040168563,0.0006864000073013207
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,jieba,fasttext_mean,xgb,3,4.0,1.0,0.9999747276306152,8.720000429699819e-05,0.0001255666526655356,0.0024652333619693914,0.0026780000189319253
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,tfidf,lr,3,4.0,1.0,0.9837977307372291,0.033953099977225065,0.0008653666591271758,0.00044359998234237236,0.03526206661869461
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,tfidf_svd300,svm_rbf,3,4.0,1.0,0.9834454211445506,0.024089933334228892,0.0021916000017275414,0.001946066680829972,0.028227600016786408
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,tfidf_svd300,svm_poly,3,4.0,1.0,0.866280828736294,0.023482433326231938,0.0023081000157011053,0.0018533999876429637,0.027643933329576004
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,tfidf_svd300,rf,3,4.0,1.0,1.0,0.025164866645354778,0.0025963999990684292,0.2545705333468504,0.2823317999912736
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,tfidf_svd300,mlp,3,4.0,1.0,0.9789487719535828,0.019994066659516346,0.0018990333386075993,0.0008708666816043357,0.02276396667972828
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,tfidf_svd300,xgb,3,4.0,1.0,0.9999653100967407,0.03262146667111665,0.0024971666474205754,0.002197933344480892,0.037316566663018115
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,w2v_mean,lr,3,4.0,1.0,0.9970269690675374,0.03621706663398072,0.0001557000020208458,0.0012961333462347586,0.037668899982236326
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,w2v_mean,svm_rbf,3,4.0,1.0,0.9802804848807408,0.021081633303159226,0.00010106666013598442,0.0013805666627983253,0.022563266626093537
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,w2v_mean,svm_poly,3,4.0,1.0,0.9779789736263207,0.023042700020596385,0.00010359999335681398,0.0012314000050537288,0.024377700019006927
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,w2v_mean,rf,3,4.0,1.0,1.0,0.024333766642181825,0.00012606665647278228,0.2567327666717271,0.2811925999703817
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,w2v_mean,mlp,3,4.0,1.0,0.9999711513519287,0.029043833317700773,0.00013389999124531945,0.0013386000064201653,0.030516333315366257
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,w2v_mean,xgb,3,4.0,1.0,0.9999649524688721,0.03263469998879979,0.00011100001089895765,0.001779300005485614,0.03452500000518436
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,fasttext_mean,lr,3,4.0,1.0,0.9970652650166324,0.03335010000349333,0.00013423332711681724,0.0011389666663793225,0.034623299996989466
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,fasttext_mean,svm_rbf,3,4.0,1.0,0.9807169630665135,0.024620533319345366,0.0001161333251123627,0.0016005000021929543,0.026337166646650683
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,fasttext_mean,svm_poly,3,4.0,1.0,0.9766675075028711,0.0238030666563039,0.00011083332356065512,0.0012558666639961302,0.025169766643860687
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,fasttext_mean,rf,3,4.0,1.0,1.0,0.024547966682196904,0.00010833334332952897,0.2564518333335097,0.2811081333590361
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,fasttext_mean,mlp,3,4.0,1.0,0.9989674091339111,0.022426266688853502,0.00012033331828812759,0.0011637999947803717,0.023710400001922
691074a0dbeaa9b9eebdf9e2,黑人吃定大牙沒證據,1,5,ckip,fasttext_mean,xgb,3,4.0,1.0,0.9999661445617676,0.027571566635742784,0.00012566667282953858,0.001823766661497454,0.029520999970069777
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,tfidf,lr,3,4.0,1.0,0.983641528990121,6.733332217360537e-05,0.0005357333381349841,0.0002994999910394351,0.0009025666513480246
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,tfidf_svd300,svm_rbf,3,4.0,1.0,0.9828575606173787,7.866666419431567e-05,0.0021334666719970605,0.0018451000020528834,0.004057233338244259
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,tfidf_svd300,svm_poly,3,4.0,1.0,0.8404428920177724,0.00010099999296168487,0.0022125000056500235,0.0017235666746273637,0.004037066673239072
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,tfidf_svd300,rf,3,4.0,1.0,1.0,8.113333024084568e-05,0.002146200005275508,0.203065633327545,0.20529296666306132
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,tfidf_svd300,mlp,3,4.0,1.0,0.8635526299476624,5.949998740106821e-05,0.0017605999989124637,0.0007817666628398001,0.0026018666491533318
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,tfidf_svd300,xgb,3,4.0,1.0,0.9999740123748779,7.15999825236698e-05,0.0021271000150591135,0.001746833324432373,0.003945533322015156
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,w2v_mean,lr,3,4.0,1.0,0.9971802525013693,7.223334008206923e-05,7.889999930436413e-05,0.0007405333259763817,0.000891666665362815
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,w2v_mean,svm_rbf,3,4.0,1.0,0.9772635907901882,5.263332665587465e-05,5.4233319436510406e-05,0.000970900000538677,0.001077766646631062
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,w2v_mean,svm_poly,3,4.0,1.0,0.9751967479516767,7.470000612859924e-05,7.353333057835698e-05,0.0010576666488001745,0.0012058999855071306
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,w2v_mean,rf,3,4.0,1.0,1.0,6.656666907171409e-05,9.153333182136218e-05,0.19987259999228021,0.20003069999317327
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,w2v_mean,mlp,3,4.0,1.0,0.999992847442627,5.7866661033282675e-05,7.13333332290252e-05,0.00082866665131102,0.0009578666455733279
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,w2v_mean,xgb,3,4.0,1.0,0.9999827146530151,7.233332144096494e-05,8.536665700376034e-05,0.0015382333270584543,0.0016959333055031796
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,fasttext_mean,lr,3,4.0,1.0,0.9971935921794127,7.803334544102351e-05,8.173331540698807e-05,0.0009270333490955333,0.0010868000099435449
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,fasttext_mean,svm_rbf,3,4.0,1.0,0.9780371264267278,4.539999645203352e-05,4.786668190111717e-05,0.0008325333086152872,0.0009257999869684378
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,fasttext_mean,svm_poly,3,4.0,1.0,0.9688064587592176,4.456665677328905e-05,4.656665259972215e-05,0.0006762333408308526,0.0007673666502038637
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,fasttext_mean,rf,3,4.0,1.0,1.0,8.069999360789855e-05,9.713331625486414e-05,0.25017519999528304,0.2503530333051458
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,fasttext_mean,mlp,3,4.0,1.0,0.9999080896377563,4.910000522310535e-05,5.709998852883776e-05,0.0006310333653042713,0.0007372333590562145
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,jieba,fasttext_mean,xgb,3,4.0,1.0,0.9999747276306152,5.6399983198692404e-05,6.446667248383164e-05,0.001391366667424639,0.0015122333231071632
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,tfidf,lr,3,4.0,1.0,0.9837977307372291,0.033774766663555056,0.0009418666789618632,0.0004825666546821594,0.03519919999719908
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,tfidf_svd300,svm_rbf,3,4.0,1.0,0.9834454211445506,0.02260493333839501,0.002266733325086534,0.001595766671622793,0.026467433335104335
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,tfidf_svd300,svm_poly,3,4.0,1.0,0.866280828736294,0.023692266666330397,0.0021974000070864954,0.0017703666429345806,0.027660033316351473
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,tfidf_svd300,rf,3,4.0,1.0,1.0,0.02336156667054941,0.002352433376169453,0.2481807000003755,0.2738947000470944
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,tfidf_svd300,mlp,3,4.0,1.0,0.9789487719535828,0.02401176669324438,0.0019430000296172996,0.0010476333360808592,0.027002400058942538
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,tfidf_svd300,xgb,3,4.0,1.0,0.9999653100967407,0.02742999999706323,0.002181533355421076,0.00194240000564605,0.03155393335813036
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,w2v_mean,lr,3,4.0,1.0,0.9970269690675374,0.03548193332972005,0.00014223334922765693,0.0015532999920348327,0.03717746667098254
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,w2v_mean,svm_rbf,3,4.0,1.0,0.9802804848807408,0.022811400005593896,0.00010253333797057469,0.0013521666599748035,0.024266100003539275
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,w2v_mean,svm_poly,3,4.0,1.0,0.9779789736263207,0.024989333333602797,0.0001304666705739995,0.001800933328922838,0.026920733333099633
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,w2v_mean,rf,3,4.0,1.0,1.0,0.022255133313592523,0.00010460000097130735,0.2472192999945643,0.26957903330912814
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,w2v_mean,mlp,3,4.0,1.0,0.9999711513519287,0.01901230002598216,9.36666619963944e-05,0.0008676666766405106,0.019973633364619065
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,w2v_mean,xgb,3,4.0,1.0,0.9999649524688721,0.02239923334370057,9.659997886046767e-05,0.0014673999976366758,0.023963233320197713
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,fasttext_mean,lr,3,4.0,1.0,0.9970652650166324,0.025375533344534535,0.00014749997838710746,0.0010522333323024213,0.026575266655224066
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,fasttext_mean,svm_rbf,3,4.0,1.0,0.9807169630665135,0.019781066667443763,0.00011479998162637155,0.0014019333369409044,0.02129779998601104
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,fasttext_mean,svm_poly,3,4.0,1.0,0.9766675075028711,0.01850883332857241,0.00010219998269652326,0.0012137999874539673,0.019824833298722904
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,fasttext_mean,rf,3,4.0,1.0,1.0,0.017934766656253487,0.00010026665404438972,0.21539710002252832,0.2334321333328262
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,fasttext_mean,mlp,3,4.0,1.0,0.9989674091339111,0.01762036666817342,0.00010799998805547754,0.0010065999813377857,0.018734966637566686
69107493dbeaa9b9eebdf9e1,新聞眼／不認錯 還情勒北北基居民,1,5,ckip,fasttext_mean,xgb,3,4.0,1.0,0.9999661445617676,0.022926800011191517,0.00010649997663373749,0.001544933319867899,0.024578233307693154
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,tfidf,lr,3,49.0,0.0,0.21351771530174693,0.0006984666882393261,0.0006082999946859976,0.000297699977333347,0.0016044666602586706
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,tfidf_svd300,svm_rbf,3,49.0,0.0,0.2556697167014788,0.0007221333216875792,0.0020000333121667304,0.0015611999745791156,0.004283366608433425
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,tfidf_svd300,svm_poly,3,49.0,1.0,0.4735507663046641,0.0007613666433220109,0.002007466663296024,0.0014427999849431217,0.0042116332915611565
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,tfidf_svd300,rf,3,49.0,0.0,0.44,0.0007237666480553647,0.0017371000139974058,0.17500280000967905,0.17746366667173183
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,tfidf_svd300,mlp,3,49.0,1.0,0.5677278637886047,0.0004719333373941481,0.0014181000102932255,0.0006484333425760269,0.0025384666902634003
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,tfidf_svd300,xgb,3,49.0,0.0,0.11991612613201141,0.000568499982667466,0.0015508333453908563,0.0011713999944428604,0.0032907333225011826
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,w2v_mean,lr,3,49.0,0.0,0.18923447139974459,0.0006474999827332795,0.0001981999957934022,0.000740133342333138,0.0015858333208598197
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,w2v_mean,svm_rbf,3,49.0,0.0,0.5,0.0006360000115819275,0.0001757332938723266,0.000989066669717431,0.0018007999751716852
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,w2v_mean,svm_poly,3,49.0,0.0,0.6120557416835369,0.0006478333380073309,0.0001802666811272502,0.0009381333560061952,0.0017662333751407762
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,w2v_mean,rf,3,49.0,0.0,0.4266666666666667,0.0006106000121993324,0.00019169998510430256,0.1627828000152173,0.16358510001252094
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,w2v_mean,mlp,3,49.0,0.0,0.4183771014213562,0.0004516333380403618,0.00014220003504306078,0.0006294666673056781,0.0012233000403891008
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,w2v_mean,xgb,3,49.0,0.0,0.3687908351421356,0.000683166649347792,0.0002093666698783636,0.0016155999813539286,0.0025081333005800843
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,fasttext_mean,lr,3,49.0,0.0,0.16661669771425025,0.0008963333287586769,0.00045746667698646587,0.0011425666549863915,0.002496366660731534
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,fasttext_mean,svm_rbf,3,49.0,0.0,0.6215742151062577,0.0008598666560525695,0.00045116664841771126,0.001428333343937993,0.0027393666484082737
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,fasttext_mean,svm_poly,3,49.0,0.0,0.5114479536861962,0.0008252333306397001,0.0004336000032102068,0.0012685666442848742,0.002527399978134781
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,fasttext_mean,rf,3,49.0,0.0,0.44333333333333336,0.0006458999899526437,0.000339400003819416,0.15685839999544746,0.15784369998921952
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,fasttext_mean,mlp,3,49.0,1.0,0.5525751709938049,0.00045416665185863775,0.00023506667154530683,0.0005846666754223406,0.0012738999988262851
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,jieba,fasttext_mean,xgb,3,49.0,0.0,0.15087151527404785,0.0010728333533431094,0.0005179333578174313,0.0022017333346108594,0.0037925000457714
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,tfidf,lr,3,41.0,0.0,0.23022577742993122,0.07375803333707154,0.0009179000044241548,0.00046496669529005885,0.07514090003678575
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,tfidf_svd300,svm_rbf,3,41.0,0.0,0.4525220494531572,0.06901933330421646,0.0024554000119678676,0.0014173000042016308,0.07289203332038596
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,tfidf_svd300,svm_poly,3,41.0,1.0,0.6469877549475427,0.06764440001764645,0.002251333324238658,0.0013843000051565468,0.07128003334704165
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,tfidf_svd300,rf,3,41.0,0.0,0.4860620597378204,0.06695273332297802,0.0023993333258355656,0.21912299998803064,0.28847506663684425
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,tfidf_svd300,mlp,3,41.0,0.0,0.19846412539482117,0.06533250001181538,0.002449900008893261,0.0013110000096882384,0.06909340003039688
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,tfidf_svd300,xgb,3,41.0,0.0,0.0810566246509552,0.07543083334652086,0.002155166701413691,0.0015970666815216343,0.07918306672945619
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,w2v_mean,lr,3,41.0,0.0,0.17937948901540668,0.07294040000609432,0.0002389000146649778,0.001101600006222725,0.07428090002698202
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,w2v_mean,svm_rbf,3,41.0,0.0,0.5,0.06945496669504791,0.00021970000428458056,0.001340999985889842,0.07101566668522234
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,w2v_mean,svm_poly,3,41.0,0.0,0.5532703131008846,0.06808603333774954,0.00027809998330970603,0.0016363333367432158,0.07000046665780246
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,w2v_mean,rf,3,41.0,1.0,0.5366666666666666,0.06676836666883901,0.00027293335491170484,0.22653646666246155,0.29357776668621227
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,w2v_mean,mlp,3,41.0,0.0,0.4489929974079132,0.06901413334223132,0.00022286665625870228,0.0011403666576370597,0.07037736665612708
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,w2v_mean,xgb,3,41.0,0.0,0.1148831769824028,0.07462066666145499,0.00022916668482745686,0.0017557333339937031,0.07660556668027614
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,fasttext_mean,lr,3,41.0,0.0,0.20446560929681487,0.07298009999794886,0.0006516666423218945,0.0011739333276636899,0.07480569996793444
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,fasttext_mean,svm_rbf,3,41.0,0.0,0.5953953734847557,0.06913723332885031,0.0007340333152872821,0.0017943333368748426,0.07166559998101245
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,fasttext_mean,svm_poly,3,41.0,0.0,0.6294230051172004,0.0711382999822187,0.0007113000222792228,0.0016660666830527286,0.07351566668755065
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,fasttext_mean,rf,3,41.0,1.0,0.58,0.06655946666918074,0.00048756667335207265,0.21686679999887323,0.283913833341406
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,fasttext_mean,mlp,3,41.0,1.0,0.7269762754440308,0.06736596665966015,0.0004840333325167497,0.0009392666591641804,0.06878926665134107
69220419dbeaa9464a733b5e,想詢問此影片背景音樂歌曲,0,100,ckip,fasttext_mean,xgb,3,41.0,0.0,0.21824795007705688,0.07779303334730987,0.0006018666511711975,0.001594500014713655,0.07998940001319473
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,tfidf,lr,3,252.0,0.0,0.13293503215549085,0.003000866660537819,0.0008997000016582509,0.0003075666803245743,0.004208133342520644
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,tfidf_svd300,svm_rbf,3,252.0,0.0,0.0239194026628602,0.002943033333091686,0.0023096000077202916,0.0014711000258103013,0.006723733366622279
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,tfidf_svd300,svm_poly,3,252.0,0.0,0.0021455542422573934,0.002927866686756412,0.002202366692169259,0.0013306666708861787,0.00646090004981185
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,tfidf_svd300,rf,3,252.0,0.0,0.22166666666666668,0.0028151666823153696,0.0018523333322567244,0.17008003332496932,0.1747475333395414
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,tfidf_svd300,mlp,3,252.0,0.0,0.07916656881570816,0.0019592333119362593,0.001583133339105795,0.0006281666768093904,0.0041705333278514445
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,tfidf_svd300,xgb,3,252.0,0.0,0.05225673317909241,0.002547566662542522,0.002197033337627848,0.001487166640193512,0.006231766640363882
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,w2v_mean,lr,3,252.0,0.0,0.07560685747771226,0.002909699978772551,0.0008166333427652717,0.0009270666632801294,0.004653399984817952
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,w2v_mean,svm_rbf,3,252.0,0.0,0.43833715877163854,0.0029781333287246525,0.0007747000199742615,0.0012074666641031702,0.004960300012802084
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,w2v_mean,svm_poly,3,252.0,0.0,0.4368405124333073,0.0028532999955738583,0.0007303666595059136,0.0011041333200410008,0.004687799975120773
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,w2v_mean,rf,3,252.0,0.0,0.155,0.0023613000133385262,0.0005780666833743453,0.16661749999426925,0.16955686669098213
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,w2v_mean,mlp,3,252.0,0.0,0.18868747353553772,0.0017679666440623503,0.0004305666855846842,0.0006394333322532475,0.002837966661900282
6921daf3dbeaa90d8e40e323,ღ學習提升覺察力，認識當下的自己。ღ了解與生活正能量相關的話題。,1,507,jieba,w2v_mean,xgb,3,252.0,0.0,0.013595917262136936,0.0032603999910255275,0.0007062666506196061,0.0021112666581757367,0.00607793329982087
